tile_id,split,set_type,has_s1_hand,has_s2_hand,has_s1_weak,has_s2_weak,has_label_hand,has_s2_index_label_weak,has_pre_s1,has_pre_s2,has_aux,all_modalities_present,s1_hand_path,s2_hand_path,s1_weak_path,s2_weak_path,label_hand_path,s2_weak_label_path,pre_s1_path,pre_s2_path,aux_path,label_flood_pct,label_novalid_pct,label_quality,image_height,image_width,shape_consistent
Bolivia_1274097,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1274097_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1274097_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1274097_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1274097_pre_s1.tif,data/pre_s2/Bolivia_1274097_pre_s2.tif,data/aux/Bolivia_1274097_aux.tif,3.252410888671875,3.7143707275390625,imbalanced,512,512,False
Bolivia_1282795,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1282795_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1282795_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1282795_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1282795_pre_s1.tif,data/pre_s2/Bolivia_1282795_pre_s2.tif,data/aux/Bolivia_1282795_aux.tif,42.940521240234375,25.077056884765625,good,512,512,False
Bolivia_1290273,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1290273_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1290273_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1290273_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1290273_pre_s1.tif,data/pre_s2/Bolivia_1290273_pre_s2.tif,data/aux/Bolivia_1290273_aux.tif,6.2824249267578125,17.220306396484375,good,512,512,False
Bolivia_129334,train,hand,True,True,False,False,True,False,True,True,True,True,data/sen1floods11/S1Hand/Bolivia_129334_S1Hand.tif,data/sen1floods11/S2Hand/Bolivia_129334_S2Hand.tif,,,data/sen1floods11/LabelHand/Bolivia_129334_LabelHand.tif,,data/pre_s1/Bolivia_129334_pre_s1.tif,data/pre_s2/Bolivia_129334_pre_s2.tif,data/aux/Bolivia_129334_aux.tif,59.75456237792969,9.281158447265623,good,512,512,False
Bolivia_1365561,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1365561_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1365561_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1365561_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1365561_pre_s1.tif,data/pre_s2/Bolivia_1365561_pre_s2.tif,data/aux/Bolivia_1365561_aux.tif,15.4815673828125,2.309417724609375,good,512,512,False
Bolivia_1375652,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1375652_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1375652_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1375652_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1375652_pre_s1.tif,data/pre_s2/Bolivia_1375652_pre_s2.tif,data/aux/Bolivia_1375652_aux.tif,3.983688354492187,5.4080963134765625,imbalanced,512,512,False
Bolivia_1406494,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1406494_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1406494_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1406494_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1406494_pre_s1.tif,data/pre_s2/Bolivia_1406494_pre_s2.tif,data/aux/Bolivia_1406494_aux.tif,6.3755035400390625,60.22186279296875,good,512,512,False
Bolivia_1465379,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1465379_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1465379_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1465379_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1465379_pre_s1.tif,data/pre_s2/Bolivia_1465379_pre_s2.tif,data/aux/Bolivia_1465379_aux.tif,32.75604248046875,16.449356079101562,good,512,512,False
Bolivia_1469741,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1469741_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1469741_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1469741_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1469741_pre_s1.tif,data/pre_s2/Bolivia_1469741_pre_s2.tif,data/aux/Bolivia_1469741_aux.tif,8.258438110351562,16.107177734375,good,512,512,False
Bolivia_1552032,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1552032_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1552032_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1552032_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1552032_pre_s1.tif,data/pre_s2/Bolivia_1552032_pre_s2.tif,data/aux/Bolivia_1552032_aux.tif,1.0166168212890625,6.4785003662109375,imbalanced,512,512,False
Bolivia_1594949,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1594949_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1594949_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1594949_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1594949_pre_s1.tif,data/pre_s2/Bolivia_1594949_pre_s2.tif,data/aux/Bolivia_1594949_aux.tif,3.5919189453125,3.8726806640625,imbalanced,512,512,False
Bolivia_1608856,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1608856_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1608856_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1608856_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1608856_pre_s1.tif,data/pre_s2/Bolivia_1608856_pre_s2.tif,data/aux/Bolivia_1608856_aux.tif,4.04052734375,13.137435913085938,imbalanced,512,512,False
Bolivia_1634873,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1634873_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1634873_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1634873_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1634873_pre_s1.tif,data/pre_s2/Bolivia_1634873_pre_s2.tif,data/aux/Bolivia_1634873_aux.tif,15.522384643554688,10.752105712890623,good,512,512,False
Bolivia_1841356,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1841356_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1841356_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1841356_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1841356_pre_s1.tif,data/pre_s2/Bolivia_1841356_pre_s2.tif,data/aux/Bolivia_1841356_aux.tif,22.86224365234375,7.6702117919921875,good,512,512,False
Bolivia_1865135,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1865135_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1865135_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1865135_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1865135_pre_s1.tif,data/pre_s2/Bolivia_1865135_pre_s2.tif,data/aux/Bolivia_1865135_aux.tif,1.3584136962890625,71.74301147460938,imbalanced,512,512,False
Bolivia_1873742,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1873742_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1873742_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1873742_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1873742_pre_s1.tif,data/pre_s2/Bolivia_1873742_pre_s2.tif,data/aux/Bolivia_1873742_aux.tif,20.471954345703125,2.166748046875,good,512,512,False
Bolivia_18962,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_18962_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_18962_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_18962_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_18962_pre_s1.tif,data/pre_s2/Bolivia_18962_pre_s2.tif,data/aux/Bolivia_18962_aux.tif,0.6481170654296875,9.403610229492188,imbalanced,512,512,False
Bolivia_1928220,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1928220_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1928220_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1928220_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1928220_pre_s1.tif,data/pre_s2/Bolivia_1928220_pre_s2.tif,data/aux/Bolivia_1928220_aux.tif,11.291885375976562,25.01182556152344,good,512,512,False
Bolivia_1945156,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1945156_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1945156_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1945156_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1945156_pre_s1.tif,data/pre_s2/Bolivia_1945156_pre_s2.tif,data/aux/Bolivia_1945156_aux.tif,1.1371612548828125,23.997116088867188,imbalanced,512,512,False
Bolivia_1950162,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1950162_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1950162_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1950162_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1950162_pre_s1.tif,data/pre_s2/Bolivia_1950162_pre_s2.tif,data/aux/Bolivia_1950162_aux.tif,2.0786285400390625,44.89898681640625,imbalanced,512,512,False
Bolivia_195474,train,hand,True,True,False,False,True,False,True,True,True,True,data/sen1floods11/S1Hand/Bolivia_195474_S1Hand.tif,data/sen1floods11/S2Hand/Bolivia_195474_S2Hand.tif,,,data/sen1floods11/LabelHand/Bolivia_195474_LabelHand.tif,,data/pre_s1/Bolivia_195474_pre_s1.tif,data/pre_s2/Bolivia_195474_pre_s2.tif,data/aux/Bolivia_195474_aux.tif,0.5916595458984375,0.3086090087890625,imbalanced,512,512,False
Bolivia_1966339,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1966339_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1966339_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1966339_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1966339_pre_s1.tif,data/pre_s2/Bolivia_1966339_pre_s2.tif,data/aux/Bolivia_1966339_aux.tif,10.171890258789062,61.888885498046875,good,512,512,False
Bolivia_1972565,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_1972565_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_1972565_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_1972565_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_1972565_pre_s1.tif,data/pre_s2/Bolivia_1972565_pre_s2.tif,data/aux/Bolivia_1972565_aux.tif,0.2574920654296875,0.0,imbalanced,512,512,False
Bolivia_197863,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_197863_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_197863_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_197863_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_197863_pre_s1.tif,data/pre_s2/Bolivia_197863_pre_s2.tif,data/aux/Bolivia_197863_aux.tif,0.5435943603515625,6.444549560546875,imbalanced,512,512,False
Bolivia_2051754,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2051754_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2051754_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2051754_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2051754_pre_s1.tif,data/pre_s2/Bolivia_2051754_pre_s2.tif,data/aux/Bolivia_2051754_aux.tif,0.99945068359375,64.1082763671875,imbalanced,512,512,False
Bolivia_2082394,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2082394_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2082394_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2082394_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2082394_pre_s1.tif,data/pre_s2/Bolivia_2082394_pre_s2.tif,data/aux/Bolivia_2082394_aux.tif,1.4301300048828125,41.53900146484375,imbalanced,512,512,False
Bolivia_2116456,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2116456_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2116456_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2116456_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2116456_pre_s1.tif,data/pre_s2/Bolivia_2116456_pre_s2.tif,data/aux/Bolivia_2116456_aux.tif,7.323837280273437,24.52545166015625,good,512,512,False
Bolivia_2119180,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2119180_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2119180_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2119180_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2119180_pre_s1.tif,data/pre_s2/Bolivia_2119180_pre_s2.tif,data/aux/Bolivia_2119180_aux.tif,3.42864990234375,11.130905151367188,imbalanced,512,512,False
Bolivia_213848,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_213848_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_213848_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_213848_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_213848_pre_s1.tif,data/pre_s2/Bolivia_213848_pre_s2.tif,data/aux/Bolivia_213848_aux.tif,1.3629913330078125,1.334381103515625,imbalanced,512,512,False
Bolivia_214991,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_214991_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_214991_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_214991_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_214991_pre_s1.tif,data/pre_s2/Bolivia_214991_pre_s2.tif,data/aux/Bolivia_214991_aux.tif,14.14794921875,0.03509521484375,good,512,512,False
Bolivia_2177226,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2177226_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2177226_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2177226_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2177226_pre_s1.tif,data/pre_s2/Bolivia_2177226_pre_s2.tif,data/aux/Bolivia_2177226_aux.tif,4.7809600830078125,20.138168334960938,imbalanced,512,512,False
Bolivia_2178212,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2178212_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2178212_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2178212_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2178212_pre_s1.tif,data/pre_s2/Bolivia_2178212_pre_s2.tif,data/aux/Bolivia_2178212_aux.tif,8.984375,58.13179016113281,good,512,512,False
Bolivia_2210072,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2210072_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2210072_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2210072_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2210072_pre_s1.tif,data/pre_s2/Bolivia_2210072_pre_s2.tif,data/aux/Bolivia_2210072_aux.tif,1.6315460205078125,0.20751953125,imbalanced,512,512,False
Bolivia_2213654,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2213654_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2213654_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2213654_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2213654_pre_s1.tif,data/pre_s2/Bolivia_2213654_pre_s2.tif,data/aux/Bolivia_2213654_aux.tif,1.6689300537109375,50.62904357910156,imbalanced,512,512,False
Bolivia_2216240,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2216240_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2216240_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2216240_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2216240_pre_s1.tif,data/pre_s2/Bolivia_2216240_pre_s2.tif,data/aux/Bolivia_2216240_aux.tif,30.995941162109375,4.857635498046875,good,512,512,False
Bolivia_2278758,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2278758_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2278758_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2278758_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2278758_pre_s1.tif,data/pre_s2/Bolivia_2278758_pre_s2.tif,data/aux/Bolivia_2278758_aux.tif,2.7675628662109375,21.96807861328125,imbalanced,512,512,False
Bolivia_23014,train,hand,True,True,False,False,True,False,True,True,True,True,data/sen1floods11/S1Hand/Bolivia_23014_S1Hand.tif,data/sen1floods11/S2Hand/Bolivia_23014_S2Hand.tif,,,data/sen1floods11/LabelHand/Bolivia_23014_LabelHand.tif,,data/pre_s1/Bolivia_23014_pre_s1.tif,data/pre_s2/Bolivia_23014_pre_s2.tif,data/aux/Bolivia_23014_aux.tif,2.96783447265625,20.090103149414062,imbalanced,512,512,False
Bolivia_2302262,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2302262_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2302262_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2302262_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2302262_pre_s1.tif,data/pre_s2/Bolivia_2302262_pre_s2.tif,data/aux/Bolivia_2302262_aux.tif,0.5706787109375,59.50355529785156,imbalanced,512,512,False
Bolivia_2305155,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2305155_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2305155_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2305155_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2305155_pre_s1.tif,data/pre_s2/Bolivia_2305155_pre_s2.tif,data/aux/Bolivia_2305155_aux.tif,2.2674560546875,60.697174072265625,imbalanced,512,512,False
Bolivia_233925,train,hand,True,True,False,False,True,False,True,True,True,True,data/sen1floods11/S1Hand/Bolivia_233925_S1Hand.tif,data/sen1floods11/S2Hand/Bolivia_233925_S2Hand.tif,,,data/sen1floods11/LabelHand/Bolivia_233925_LabelHand.tif,,data/pre_s1/Bolivia_233925_pre_s1.tif,data/pre_s2/Bolivia_233925_pre_s2.tif,data/aux/Bolivia_233925_aux.tif,0.0003814697265625,42.57469177246094,imbalanced,512,512,False
Bolivia_2347203,train,weak,False,False,True,True,False,True,True,True,True,True,,,data/sen1floods11/S1Weak/Bolivia_2347203_S1Weak.tif,data/sen1floods11/S2Weak/Bolivia_2347203_S2Weak.tif,,data/sen1floods11/S2IndexLabelWeak/Bolivia_2347203_S2IndexLabelWeak.tif,data/pre_s1/Bolivia_2347203_pre_s1.tif,data/pre_s2/Bolivia_2347203_pre_s2.tif,data/aux/Bolivia_2347203_aux.tif,6.9469451904296875,1.6246795654296875,good,512,512,False
Bolivia_242570,train,hand,True,True,False,False,True,False,True,True,True,True,data/sen1floods11/S1Hand/Bolivia_242570_S1Hand.tif,data/sen1floods11/S2Hand/Bolivia_242570_S2Hand.tif,,,data/sen1floods11/LabelHand/Bolivia_242570_LabelHand.tif,,data/pre_s1/Bolivia_242570_pre_s1.tif,data/pre_s2/Bolivia_242570_pre_s2.tif,data/aux/Bolivia_242570_aux.tif,10.431671142578123,33.04939270019531,good,512,512,False
